EC,OutsideFarm-13,OutsideFarm-9,Baseline-28,Baseline-17,Baseline-4,Baseline-27,Baseline-13,Baseline-21,Baseline-16,Baseline-29,Baseline-8,Baseline-5,OutsideFarm-6,OutsideFarm-7,OutsideFarm-3,Baseline-1,OutsideFarm-11,Baseline-25,TxAntibiotic-10,Baseline-11,TxAntibiotic-2,OutsideFarm-1,Baseline-31,OutsideFarm-2,Baseline-14,Baseline-20,Baseline-30,Baseline-32,Baseline-7,Baseline-9,TxAntibiotic-1,Baseline-24,Baseline-12,TxAntibiotic-5,TxAntibiotic-3,OutsideFarm-4,Baseline-3,Baseline-10,Baseline-6,TxAntibiotic-12,TxAntibiotic-6,OutsideFarm-5,TxAntibiotic-7,Baseline-2,OutsideFarm-10,Baseline-19,OutsideFarm-8,TxAntibiotic-8,Baseline-18,TxAntibiotic-4,TxAntibiotic-9,OutsideFarm-12,Baseline-33,Baseline-22,Baseline-23,TxAntibiotic-11,Baseline-26,Baseline-15,Neg-1,Neg-2,Neg-4,Neg-3,Neg-5,SequencingBlank,Neg-6
1.17.1.8,0.001373108,0.001591966,0.001603162,0.001603239,0.001524966,0.001645308,0.001502711,0.001472156,0.001498591,0.001436981,0.001530701,0.001454433,0.00150174,0.001464717,0.001472503,0.00145982,0.001512293,0.001499794,0.00138556,0.001573749,0.001578826,0.001491935,0.001434266,0.001479232,0.001481411,0.001511944,0.001408113,0.00150105,0.001405719,0.001555518,0.001507153,0.001520433,0.001534071,0.001603866,0.00152525,0.001479479,0.001348213,0.001444122,0.001516371,0.001690919,0.001533029,0.001481419,0.001353455,0.001550816,0.001520563,0.001422278,0.00160281,0.001484433,0.001521454,0.001458819,0.001299813,0.001400641,0.001373665,0.001467711,0.001420877,0.001624077,0.001346959,0.001395391,0.001509351,0.001899827,0.001683119,0.001867418,0.001483342,0.00126785,0.001622745
1.17.1.9,0.002040453,0.000717538,0.000825696,0.000844277,0.000721598,0.000993712,0.000741801,0.000811209,0.000713653,0.000946649,0.000701694,0.000774086,0.000736318,0.000926969,0.000809905,0.000811681,0.00085434,0.000803214,0.000793649,0.000802131,0.000798969,0.000764938,0.000707111,0.000809235,0.000756453,0.000829795,0.000749481,0.000801679,0.000853414,0.000834097,0.000837137,0.000914862,0.000862281,0.000912627,0.000691302,0.00079898,0.000730728,0.000851428,0.000815692,0.000851555,0.000992853,0.000733008,0.000935065,0.000794761,0.000717904,0.000900161,0.000826126,0.000719151,0.00080388,0.000811989,0.000836663,0.000754279,0.000716337,0.000739384,0.000746788,0.000957292,0.000629613,0.000690136,0.000574564,0.000691743,0.000977173,0.000665177,0.000665831,0.000613823,0.000885104
1.17.4.1,0.004388689,0.003316843,0.004822766,0.00481776,0.003506061,0.004732966,0.003405809,0.004884088,0.003336002,0.003978908,0.003206348,0.003550987,0.003776292,0.005061528,0.003435276,0.003849941,0.003858948,0.00354664,0.005513507,0.003421431,0.003709956,0.003677658,0.005156775,0.003702083,0.003654547,0.003554713,0.003869678,0.004047008,0.00320979,0.003635788,0.003591027,0.004894026,0.003611278,0.003713616,0.003539325,0.003409663,0.00340041,0.003463869,0.00363445,0.00495818,0.004066506,0.003655649,0.005188087,0.003436329,0.003345704,0.00375553,0.004107416,0.004150783,0.00373008,0.003626567,0.004983898,0.004223652,0.004351193,0.003691655,0.003945724,0.005261864,0.004491218,0.003861515,0.004500301,0.003341023,0.004091102,0.003861873,0.004118967,0.005082707,0.004734254
1.17.7.3,0.000635358,0.001095938,0.00095173,0.000956374,0.001100887,0.000970013,0.001074736,0.000902998,0.001088426,0.00081841,0.000988109,0.000969892,0.000948133,0.000995391,0.000923149,0.000934121,0.000978209,0.000915256,0.001119588,0.000830587,0.000860434,0.000848464,0.001128118,0.000911301,0.001008939,0.000913261,0.000976786,0.000927319,0.000901091,0.00089993,0.000817015,0.001087011,0.000916707,0.000898491,0.00081602,0.00086949,0.000931044,0.000937424,0.000920121,0.001151584,0.000962248,0.000821158,0.000831891,0.000854124,0.000813891,0.000942773,0.001013904,0.00110783,0.000895736,0.00090708,0.001062279,0.001006915,0.000998951,0.000871678,0.000992712,0.000997344,0.000836553,0.000974556,0.000490263,0.000520202,0.000780833,0.001233839,0.001059972,0.000921413,0.000728562
1.17.7.4,0.000755223,0.00127441,0.001396923,0.001043783,0.001120803,0.000985498,0.00113997,0.000958307,0.001108718,0.000830502,0.001187087,0.000981985,0.000979575,0.001033905,0.000900564,0.000882087,0.000891039,0.000895638,0.000883241,0.000864455,0.000877678,0.000821942,0.001186306,0.000848259,0.000913555,0.00089759,0.000964773,0.000982294,0.000829111,0.000887161,0.00080376,0.001086893,0.000864295,0.000884276,0.000814562,0.00085087,0.00090664,0.00091057,0.000844163,0.001066877,0.001021558,0.000779081,0.001040866,0.000938443,0.000729996,0.000970477,0.000996192,0.001146149,0.000893971,0.000904614,0.001516428,0.000934629,0.000967963,0.000818915,0.000839047,0.001014783,0.000844427,0.000963785,0.000582182,0.001065562,0.000969453,0.000981053,0.000727057,0.000751584,0.000692839
1.18.1.2,0.001570824,0.001387489,0.0015948,0.001395054,0.001327696,0.001474394,0.001356367,0.001550109,0.001394288,0.001138793,0.001258611,0.001203422,0.001293878,0.001403005,0.001269252,0.00125248,0.001080108,0.001288271,0.001360951,0.001154378,0.001258246,0.001191756,0.001535686,0.001173845,0.001214108,0.001237341,0.001262075,0.0011766,0.001159909,0.001165009,0.001246203,0.0014762,0.001193688,0.001286392,0.001275123,0.001112472,0.001160789,0.001269675,0.001137676,0.001184437,0.001345803,0.001282777,0.001446538,0.001336861,0.001142855,0.001418244,0.001317866,0.001331392,0.001259809,0.001294159,0.001496867,0.001370391,0.001387605,0.001328322,0.001346861,0.001441719,0.001390118,0.001297596,0.001350744,0.001175344,0.001157023,0.001262408,0.001151437,0.001159902,0.001054891
1.1.98.6,0.002090889,0.000457774,0.001042592,0.001091606,0.000458001,0.000944303,0.000500971,0.00101462,0.000434747,0.000878328,0.000454757,0.000572916,0.000653264,0.000990114,0.000614194,0.000705827,0.000919317,0.00065287,0.001072354,0.000579263,0.000676997,0.000746127,0.001086123,0.00061555,0.000629929,0.000695701,0.00078169,0.000814596,0.000592589,0.000656038,0.000616932,0.000937583,0.000616047,0.00068906,0.000722407,0.000663463,0.00069415,0.000701733,0.000741938,0.000963427,0.000679103,0.000849808,0.001092239,0.000598063,0.000582154,0.000830448,0.000850757,0.000620238,0.000696414,0.000621592,0.001261662,0.000869208,0.000926351,0.000617763,0.00074435,0.001200163,0.001144426,0.000805649,0.002010027,0.000796135,0.000970119,0.000707525,0.000799441,0.000710398,0.000930193
1.2.1.12,0.002275384,0.001140774,0.001432276,0.001424136,0.001241326,0.001541408,0.001124212,0.001251783,0.001181931,0.001021014,0.001014215,0.000986035,0.001126506,0.001470567,0.001102498,0.001091283,0.001155156,0.001146977,0.001487142,0.001139014,0.001093943,0.001121388,0.001267889,0.001152198,0.001198553,0.001079057,0.001112773,0.001084215,0.00105209,0.00112022,0.001071363,0.001451184,0.001051097,0.001107129,0.000995489,0.001044811,0.001090194,0.001173034,0.001090015,0.001317635,0.001158669,0.001178244,0.001274708,0.001099251,0.000976519,0.001159791,0.00123707,0.001224318,0.001055529,0.001090434,0.001429482,0.001118738,0.00117175,0.001032742,0.001101578,0.001508787,0.001294446,0.001167863,0.001449992,0.000823677,0.001272998,0.001560077,0.001403301,0.001027804,0.000850651
1.2.1.19,0.000632003,0.00131848,0.000690655,0.000696758,0.001214602,0.000709827,0.00119858,0.000558921,0.001229674,0.000587172,0.001234274,0.000770667,0.001014444,0.000594454,0.001022796,0.000790541,0.0005979,0.000909197,0.000625533,0.000885072,0.000909833,0.000747432,0.000314147,0.000977773,0.000913814,0.00079807,0.000526968,0.000671125,0.00091235,0.000719267,0.00066381,0.000548298,0.000813216,0.001023506,0.000785859,0.000823286,0.000813389,0.001012393,0.000857811,0.000856555,0.000885726,0.000730582,0.000439442,0.000960679,0.000707259,0.000800962,0.000691611,0.0008263,0.000897859,0.000891374,0.000438292,0.000519892,0.000456203,0.000651917,0.000734248,0.000637407,0.000351865,0.000616929,0.000462429,0.001125487,0.00055684,0.000561187,0.000716302,0.00039083,0.000776345
1.2.1.27,0.001119306,0.002309264,0.001543994,0.001244441,0.002037958,0.001074731,0.002153754,0.000817759,0.00209825,0.001278643,0.00213717,0.001355002,0.001398491,0.001144774,0.001480428,0.00124621,0.001228758,0.001445552,0.000990772,0.001260476,0.001422264,0.001099956,0.000657097,0.001362964,0.001401629,0.001301568,0.001111448,0.001240942,0.001281148,0.001218424,0.001203779,0.001169334,0.001297892,0.001504097,0.001182908,0.001425996,0.001215761,0.0013151,0.001326347,0.001496057,0.001372721,0.001190189,0.000749745,0.001446556,0.001287619,0.001262815,0.001196329,0.001585999,0.001356136,0.001311698,0.00077777,0.001012952,0.000806596,0.001082713,0.001085041,0.001072375,0.000713656,0.000970108,0.000854274,0.001043324,0.000980933,0.001247659,0.000865391,0.00124201,0.001220699
1.2.1.38,0.001777567,0.002155905,0.002140187,0.002084802,0.002003491,0.00201914,0.002082479,0.002042031,0.002170747,0.001556599,0.002083589,0.001788286,0.001846172,0.002063594,0.001747742,0.001799361,0.001827782,0.00180364,0.002048315,0.00183466,0.001826815,0.001784167,0.001809054,0.001774835,0.001836688,0.00187904,0.001671923,0.001686298,0.001699436,0.001831282,0.001766997,0.002083671,0.001793775,0.001889642,0.001765665,0.001938467,0.001734992,0.001874924,0.001785341,0.001965944,0.001998423,0.00182126,0.001996836,0.001778294,0.001599506,0.001848126,0.001983577,0.002108232,0.001930943,0.001907509,0.001669384,0.001853934,0.00182971,0.001756507,0.001772758,0.002012505,0.001874638,0.001899614,0.001904512,0.00189507,0.001538184,0.002370246,0.001971318,0.001486745,0.002478634
1.2.1.41,0.001495126,0.002060337,0.001845073,0.002392346,0.001989796,0.00231545,0.002047805,0.001991878,0.0019415,0.001970176,0.00211981,0.001994248,0.001922092,0.002327262,0.002057139,0.002058024,0.002045536,0.001904642,0.002393229,0.002000052,0.002026429,0.001989127,0.002788948,0.001945915,0.002028731,0.002013074,0.001861716,0.002085584,0.00193629,0.002054869,0.001949016,0.002063726,0.001970641,0.00207496,0.002028384,0.001811636,0.001910579,0.00197,0.00190141,0.002453223,0.002170858,0.002088892,0.002696889,0.001890702,0.001817222,0.001873619,0.002204644,0.00219135,0.002064798,0.00207091,0.002022928,0.002409428,0.002463915,0.002037004,0.002057828,0.00231527,0.002528406,0.002057092,0.002484611,0.002226586,0.00220151,0.002338263,0.002000782,0.001906693,0.002108421
1.2.1.70,0.002266789,0.002015183,0.002162599,0.002073629,0.002034564,0.002165539,0.001966866,0.001915979,0.001971359,0.002133095,0.00200083,0.001852429,0.001881839,0.002046836,0.001916797,0.001951608,0.001910693,0.00182608,0.002018601,0.001801083,0.001990083,0.001941337,0.002107958,0.001898881,0.001912835,0.001941114,0.002062254,0.002009642,0.001799357,0.001935844,0.001808211,0.0023331,0.002026756,0.001987259,0.001854309,0.001701115,0.001844312,0.001929567,0.002023927,0.002248305,0.002063294,0.001774789,0.002067093,0.00192569,0.001764208,0.00188969,0.001973818,0.002044926,0.001994392,0.001802777,0.0019745,0.001978771,0.001980417,0.001765176,0.001941681,0.002122718,0.001732187,0.001978417,0.00181071,0.00183975,0.002306661,0.002058993,0.001821586,0.001420044,0.002033951
1.2.1.8,0.001260661,0.001003401,0.000524405,0.000446962,0.000763893,0.000500854,0.000808882,0.000295449,0.000728309,0.00020588,0.000813149,0.000352168,0.000440587,0.000330164,0.000451838,0.000396103,0.000357925,0.000399098,0.000305958,0.000413326,0.000480843,0.000271439,0.000181084,0.000472667,0.000508352,0.000439825,0.000325975,0.00030281,0.00041399,0.000346452,0.000341527,0.00037721,0.000309099,0.000538865,0.00028034,0.000436437,0.000384585,0.000503782,0.000365355,0.000471997,0.000476046,0.000319246,0.000242571,0.000397262,0.000325075,0.000467421,0.000313386,0.000510811,0.00052167,0.000397983,0.000295407,0.000272667,0.000175977,0.000366042,0.000345233,0.000388386,0.000177858,0.000246734,0.000211528,0.000302628,0.000318429,0.000343024,0.000388339,0.000141863,0.000739768
1.2.1.88,0.001223264,0.000398899,0.000498231,0.000491457,0.000399159,0.000455324,0.000423665,0.000638482,0.000392518,0.000433569,0.000402466,0.000317062,0.000378134,0.000491819,0.000397401,0.000426172,0.0004543,0.000385829,0.000519226,0.000375467,0.000446875,0.00042776,0.000337193,0.000390346,0.000363692,0.000445699,0.000335667,0.00044366,0.000395162,0.000388632,0.000332371,0.000474306,0.000330604,0.000429986,0.000411151,0.000382751,0.000320547,0.000388911,0.000412172,0.000550151,0.000595888,0.000395875,0.00061516,0.000374807,0.000392336,0.000435382,0.000495882,0.000392722,0.000433085,0.000395726,0.000336757,0.00035933,0.000345973,0.000442196,0.00046175,0.000612685,0.00045028,0.000429697,0.00066619,0.000494615,0.00068969,0.000654913,0.000477695,0.000529872,0.000332813
1.2.3.3,0.000122032,8.24E-05,0.000194777,0.000113479,8.18E-05,0.000163696,8.64E-05,0.000280182,8.56E-05,0.000123315,7.54E-05,0.000144872,8.69E-05,0.00013985,0.000138217,0.000103156,0.000208792,0.00012197,0.000147608,0.000114443,0.000170456,0.000279389,0.000119961,0.000142911,0.000102639,0.000122507,9.31E-05,0.000111653,0.000102829,0.000119844,0.000151714,0.000138154,0.000114567,0.000120063,0.000231605,0.000108686,0.000119666,0.000109527,0.000108964,0.000100325,0.000146905,0.000271765,0.000236743,0.000119791,9.77E-05,0.000132855,0.000114085,0.000118204,0.000137304,0.00011863,7.37E-05,8.15E-05,0.000143324,0.000126772,0.000142486,0.000147541,0.000346407,0.000146769,0.00133525,0.000102544,0,0.000235655,0.000165278,9.82E-05,0.000133234
1.2.4.1,0.00296218,0.002722163,0.002662355,0.00248233,0.00261165,0.002185711,0.002647379,0.002024303,0.002681933,0.002186319,0.002642771,0.002226309,0.002302366,0.002388671,0.002272345,0.002265187,0.002495338,0.002285691,0.002376553,0.002041311,0.002336872,0.002049813,0.001708365,0.002078199,0.002185796,0.002190032,0.002352398,0.002453267,0.00204767,0.002200044,0.001956591,0.002360198,0.002103249,0.002305409,0.002045486,0.002170879,0.002140118,0.002093092,0.002296849,0.002764769,0.002205287,0.002213085,0.001782499,0.002096146,0.002023452,0.002227455,0.002201662,0.002447825,0.002268113,0.002036361,0.001980049,0.001835666,0.001832359,0.001926896,0.002075355,0.002330907,0.00186047,0.001905947,0.002308946,0.00185616,0.002200825,0.002280704,0.002182811,0.001560171,0.001832036
1.2.4.2,0.003068673,0.003441211,0.002909546,0.002843607,0.003116156,0.003198877,0.003262531,0.002978433,0.003076838,0.002928483,0.003374951,0.002729637,0.00280994,0.002664336,0.002673579,0.002834863,0.002947292,0.002790654,0.002766278,0.002821222,0.002636493,0.002552526,0.002690354,0.002746988,0.002880524,0.002702826,0.003180142,0.002957809,0.00278054,0.002779595,0.002550407,0.003017283,0.002833084,0.00289911,0.002611672,0.002667439,0.00265482,0.002797519,0.002852195,0.003440953,0.002951959,0.002632054,0.002789009,0.00273844,0.002435405,0.002790357,0.002831533,0.00304217,0.002813784,0.002778462,0.002635556,0.002803437,0.002680038,0.002612291,0.002823226,0.003451327,0.002497242,0.002678986,0.00206169,0.00232068,0.002644317,0.002487684,0.003204585,0.002541262,0.002531882
1.2.7.3,0.001333668,0.000475223,0.000787925,0.000740617,0.00048272,0.000695647,0.000499818,0.000586351,0.000440681,0.000695358,0.000502897,0.000611667,0.000588942,0.000714536,0.00061972,0.00063263,0.000691187,0.000591305,0.000654445,0.000562014,0.000610949,0.000572982,0.000640553,0.000597004,0.00058765,0.000594536,0.000739327,0.000777205,0.000578362,0.000580026,0.000557235,0.000722643,0.000580575,0.000617762,0.00056857,0.000617468,0.000527624,0.000586174,0.000598547,0.000884051,0.00064431,0.000543197,0.000741811,0.000551319,0.000512084,0.000679054,0.00063787,0.000620439,0.000681179,0.000612421,0.000508321,0.000687297,0.000691433,0.000558515,0.000631326,0.000764727,0.000601528,0.000611665,0.000649136,0.000820352,0.000543918,0.000608752,0.000741901,0.00071179,0.000466317
1.3.1.12,0.001743629,0.001790929,0.001623354,0.001830882,0.001819638,0.001638401,0.00185311,0.001465751,0.001709339,0.001797055,0.001809389,0.001801499,0.001743587,0.001701189,0.001782211,0.001767479,0.001737999,0.001817626,0.001645512,0.001708535,0.001680824,0.001689417,0.001543389,0.001666078,0.001676557,0.001708795,0.001775524,0.001624705,0.001754188,0.001786824,0.00171569,0.001942821,0.001837675,0.001658867,0.001702137,0.0018822,0.001768755,0.001796936,0.001706498,0.001956203,0.001793541,0.001631555,0.001709996,0.001724982,0.001731497,0.001653652,0.001614595,0.001599173,0.001736272,0.00169207,0.001755157,0.001585734,0.001534221,0.001568772,0.001481071,0.001762013,0.001426514,0.001577681,0.001612984,0.002005608,0.002025265,0.001594684,0.002128865,0.001666636,0.002145989
1.3.1.9,0.001590022,0.001093324,0.001094875,0.001199086,0.000994879,0.000978097,0.00093712,0.001124085,0.000960322,0.000972532,0.000946195,0.000923319,0.000847871,0.001012675,0.00092118,0.00089435,0.00092952,0.000952058,0.001122319,0.000874054,0.000979489,0.000862344,0.001002211,0.000921049,0.000949246,0.000917601,0.000904098,0.000989085,0.000798622,0.000960486,0.000893225,0.000894279,0.000858133,0.000987021,0.000872414,0.000858372,0.000862595,0.000884616,0.000921389,0.001234241,0.000996411,0.00085284,0.000938075,0.000906959,0.000883478,0.000978657,0.000940871,0.000955197,0.000944607,0.000891227,0.000976998,0.000875197,0.000977088,0.000882891,0.00099368,0.000954932,0.000911548,0.000940982,0.000939554,0.001104831,0.000950192,0.000827382,0.000980323,0.001076882,0.000660553
1.3.1.98,0.002748214,0.002459351,0.002679599,0.002525223,0.002377396,0.002911992,0.002438167,0.00271064,0.002543604,0.002824195,0.002515444,0.002787968,0.002871688,0.002808313,0.002895305,0.002598,0.002680487,0.002710326,0.002406984,0.0028394,0.002763397,0.002780041,0.002754726,0.002627413,0.002929595,0.002794551,0.002521739,0.00277591,0.002656604,0.002725355,0.002886596,0.002730318,0.002869563,0.002796773,0.002818547,0.002914728,0.002644768,0.002727922,0.002729124,0.002706175,0.00272857,0.002794477,0.002904671,0.002776015,0.002958842,0.002871885,0.003085647,0.002847894,0.002838926,0.0028702,0.002743348,0.002745811,0.003070186,0.002964372,0.003144411,0.00257719,0.003335824,0.002945646,0.002604691,0.002826419,0.002525076,0.002924574,0.00274421,0.0024218,0.00251157
1.3.3.4,0.001505158,0.001226934,0.001281898,0.001154677,0.001218412,0.001106423,0.001244841,0.001159791,0.001195162,0.001259003,0.001253664,0.001189339,0.001166623,0.001092909,0.00111123,0.001158029,0.00126072,0.001159838,0.001116585,0.001160192,0.001157252,0.00111359,0.000959765,0.00117304,0.001207967,0.001223995,0.001134299,0.001187354,0.001173355,0.001199299,0.001043526,0.00113185,0.001247311,0.00124734,0.001041965,0.001121181,0.001052201,0.001176423,0.001163505,0.001607438,0.001262829,0.001096966,0.000922845,0.001093152,0.001066739,0.00114934,0.00117025,0.001171586,0.001210126,0.001098262,0.001030846,0.001120191,0.001053163,0.001027454,0.001166836,0.001053062,0.001017948,0.000966529,0.001395355,0.001156228,0.001017258,0.001269709,0.001239461,0.000836782,0.001321106
1.3.5.1,0.002336852,0.001663457,0.001515984,0.001580267,0.001584895,0.001664449,0.001656699,0.001301421,0.001617355,0.001567632,0.00153297,0.001317495,0.001446037,0.001524234,0.001415905,0.001498421,0.001609636,0.001338779,0.001792082,0.001344102,0.001484602,0.001178358,0.001248984,0.001312082,0.001420952,0.001416748,0.001870632,0.001716461,0.001410111,0.001544285,0.001322599,0.001600309,0.001294774,0.001519331,0.001249285,0.001460673,0.001286707,0.001315275,0.001529247,0.002409993,0.001870459,0.001275292,0.001292162,0.001431062,0.001322756,0.001372777,0.001504999,0.001622236,0.001535198,0.001320834,0.001302583,0.001404784,0.001203614,0.001252892,0.001292673,0.001774505,0.00102189,0.001226489,0.000985108,0.001234279,0.001215852,0.001211033,0.001666812,0.001159902,0.002113916
